Township,Township Direction,Range,Range Direction,STATEABBR,PRINMERCD,PRINMER,PLSSID,Bounding Box
000,0,000,0,OH,47,East of the First Meridian Survey,OH4700000000000,"-84.22209821, 40.08413594, -84.2204885, 40.08580989"
000,0,000,0,OH,19,Michigan Meridian,OH1900000000000,"-83.11092721, 41.73669539, -83.1016158, 41.74275093"
000,0,000,0,OH,38,Ohio River Base,OH3800000000000,"-80.59945182, 40.46132007, -80.59787874, 40.46446193"
001,E,002,N,OH,36,Between the Miami Rivers,OH360010E0020NB,"-84.66314218, 39.29327486, -84.55669698, 39.38333145"
001,E,002,N,OH,36,Between the Miami Rivers,OH360010E0020NA,"-84.80659985, 39.12427962, -84.68204071, 39.21218238"
001,E,001,N,OH,36,Between the Miami Rivers,OH360010E0010NA,"-84.82005923, 39.1074942, -84.80316005, 39.13018912"
001,S,002,W,IL,4,4th Meridian,IL040010S0020W0,"-90.68282088, 39.92641172, -90.56767429, 40.01580025"
001,S,004,E,IL,3,3rd Meridian,IL030010S0040E0,"-88.81162707, 38.38689568, -88.69894219, 38.4757369"
001,N,006,W,IL,4,4th Meridian,IL040010N0060W0,"-91.14776459, 40.01883155, -91.02893668, 40.10765571"
001,N,008,W,IL,3,3rd Meridian,IL030010N0080W0,"-90.0359865, 38.4829134, -89.92805983, 38.57153199"
001,S,008,W,IL,3,3rd Meridian,IL030010S0080W0,"-90.03623999, 38.39521051, -89.92695077, 38.48367575"
001,S,003,E,IL,3,3rd Meridian,IL030010S0030E0,"-88.92402295, 38.38788981, -88.81057519, 38.47697645"
001,S,005,E,IL,3,3rd Meridian,IL030010S0050E0,"-88.6997262, 38.38689828, -88.58563966, 38.4763773"
001,N,005,W,IL,4,4th Meridian,IL040010N0050W0,"-91.03097938, 40.0180088, -90.91335647, 40.10663104"
001,N,010,W,IL,3,3rd Meridian,IL030010N0100W0,"-90.25820105, 38.48494945, -90.14514309, 38.57302999"
001,N,011,W,IL,2,2nd Meridian,IL020010N0110W0,"-87.68572, 38.49199587, -87.6451616, 38.5536342"
001,N,001,W,IL,4,4th Meridian,IL040010N0010W0,"-90.56770447, 40.01383005, -90.45299997, 40.10210614"
001,S,005,W,IL,4,4th Meridian,IL040010S0050W0,"-91.03097108, 39.93003579, -90.91422698, 40.01883819"
001,S,009,E,IL,3,3rd Meridian,IL030010S0090E0,"-88.25917095, 38.38629658, -88.14773045, 38.46765118"
001,S,011,W,IL,3,3rd Meridian,IL030010S0110W0,"-90.32841618, 38.39835224, -90.25708536, 38.48565275"
001,N,007,E,IL,3,3rd Meridian,IL030010N0070E0,"-88.4711682, 38.47124976, -88.36508671, 38.56017926"
001,N,004,W,IL,4,4th Meridian,IL040010N0040W0,"-90.91466807, 40.0167591, -90.79621111, 40.10582993"
001,S,004,W,IL,4,4th Meridian,IL040010S0040W0,"-90.91466807, 39.92884016, -90.79702188, 40.0179697"
001,N,006,W,IL,3,3rd Meridian,IL030010N0060W0,"-89.81841857, 38.48018628, -89.70461854, 38.56888925"
001,S,008,E,IL,3,3rd Meridian,IL030010S0080E0,"-88.36835142, 38.38630581, -88.25741083, 38.46831008"
001,N,011,W,IL,3,3rd Meridian,IL030010N0110W0,"-90.27494958, 38.48557233, -90.25728874, 38.53100195"
001,S,004,W,IL,3,3rd Meridian,IL030010S0040W0,"-89.59350237, 38.39076931, -89.47729183, 38.48035373"
001,N,002,W,IL,3,3rd Meridian,IL030010N0020W0,"-89.37243164, 38.47831612, -89.25393369, 38.56683665"
001,S,007,W,IL,3,3rd Meridian,IL030010S0070W0,"-89.92805983, 38.39428431, -89.81682708, 38.4829134"
001,S,009,W,IL,3,3rd Meridian,IL030010S0090W0,"-90.14550269, 38.39630668, -90.03581672, 38.48494945"
001,S,006,E,IL,3,3rd Meridian,IL030010S0060E0,"-88.58763327, 38.38503363, -88.4711682, 38.4763773"
001,S,006,W,IL,4,4th Meridian,IL040010S0060W0,"-91.14794325, 39.9314633, -91.03036909, 40.02044164"
001,N,011,E,IL,3,3rd Meridian,IL030010N0110E0,"-88.03861046, 38.46780199, -88.02398163, 38.55571327"
001,S,010,E,IL,3,3rd Meridian,IL030010S0100E0,"-88.14861989, 38.38616482, -88.03842075, 38.46789774"
001,S,008,W,IL,4,4th Meridian,IL040010S0080W0,"-91.37762783, 39.93480614, -91.26267007, 40.02336465"
001,S,010,W,IL,3,3rd Meridian,IL030010S0100W0,"-90.25735992, 38.39746014, -90.14514309, 38.48571321"
001,S,007,W,IL,4,4th Meridian,IL040010S0070W0,"-91.26376617, 39.93300735, -91.14649997, 40.02199165"
001,S,001,W,IL,3,3rd Meridian,IL030010S0010W0,"-89.25641913, 38.3873036, -89.1444486, 38.47917757"
001,S,002,E,IL,3,3rd Meridian,IL030010S0020E0,"-89.03432424, 38.38678149, -88.9224318, 38.47696566"
001,N,012,W,IL,2,2nd Meridian,IL020010N0120W0,"-87.79952893, 38.4659927, -87.6854585, 38.55452782"
001,N,003,W,IL,3,3rd Meridian,IL030010N0030W0,"-89.47948866, 38.47799063, -89.37084872, 38.56593869"
001,N,001,E,IL,4,4th Meridian,IL040010N0010E0,"-90.45365549, 40.01109754, -90.38564582, 40.10133214"
001,N,013,W,IL,2,2nd Meridian,IL020010N0130W0,"-87.91244897, 38.46630475, -87.79807769, 38.55553096"
001,N,007,W,IL,4,4th Meridian,IL040010N0070W0,"-91.26267007, 40.02044164, -91.14702344, 40.10992158"
001,S,009,W,IL,4,4th Meridian,IL040010S0090W0,"-91.48815208, 39.93540273, -91.37671589, 40.02464684"
001,N,007,W,IL,3,3rd Meridian,IL030010N0070W0,"-89.92899989, 38.48160092, -89.81759747, 38.57039498"
001,N,005,E,IL,3,3rd Meridian,IL030010N0050E0,"-88.69902228, 38.47492138, -88.58519466, 38.56370983"
001,N,009,W,IL,4,4th Meridian,IL040010N0090W0,"-91.49527037, 40.02342085, -91.37963115, 40.11180899"
001,S,001,W,IL,4,4th Meridian,IL040010S0010W0,"-90.56824968, 39.92628787, -90.45341276, 40.01505285"
001,S,005,W,IL,3,3rd Meridian,IL030010S0050W0,"-89.70463081, 38.3927627, -89.59323094, 38.48091407"
001,S,011,E,IL,3,3rd Meridian,IL030010S0110E0,"-88.03908182, 38.3860942, -88.02421018, 38.46784805"
001,N,009,W,IL,3,3rd Meridian,IL030010N0090W0,"-90.14577295, 38.48367575, -90.03570691, 38.572823"
001,S,002,W,IL,3,3rd Meridian,IL030010S0020W0,"-89.37094793, 38.39044509, -89.25534441, 38.47917757"
001,N,001,W,IL,3,3rd Meridian,IL030010N0010W0,"-89.25534441, 38.4738627, -89.14215299, 38.5668338"
001,N,006,E,IL,3,3rd Meridian,IL030010N0060E0,"-88.58563966, 38.4724727, -88.47077393, 38.56370983"
001,N,009,E,IL,3,3rd Meridian,IL030010N0090E0,"-88.25773382, 38.4675554, -88.14786048, 38.55553417"
001,S,001,E,IL,3,3rd Meridian,IL030010S0010E0,"-89.14546063, 38.38678149, -89.03315501, 38.47425323"
001,N,014,W,IL,2,2nd Meridian,IL020010N0140W0,"-88.02421018, 38.46704328, -87.91086043, 38.55571327"
001,N,003,W,IL,4,4th Meridian,IL040010N0030W0,"-90.79836324, 40.01580025, -90.68118881, 40.10582993"
001,S,003,W,IL,4,4th Meridian,IL040010S0030W0,"-90.79836324, 39.92757685, -90.68181068, 40.01692201"
001,S,007,E,IL,3,3rd Meridian,IL030010S0070E0,"-88.47362541, 38.38368405, -88.36632971, 38.47258311"
001,S,013,W,IL,2,2nd Meridian,IL020010S0130W0,"-87.91167915, 38.37834867, -87.79762644, 38.46709634"
001,N,008,W,IL,4,4th Meridian,IL040010N0080W0,"-91.38153578, 40.02199165, -91.26099038, 40.11068994"
001,N,005,W,IL,3,3rd Meridian,IL030010N0050W0,"-89.70563521, 38.48018628, -89.59298146, 38.56846381"
001,N,008,E,IL,3,3rd Meridian,IL030010N0080E0,"-88.3663899, 38.46763547, -88.25700587, 38.55883073"
001,S,012,W,IL,2,2nd Meridian,IL020010S0120W0,"-87.7985044, 38.37812026, -87.7305003, 38.46630475"
001,S,014,W,IL,2,2nd Meridian,IL020010S0140W0,"-88.02586289, 38.37916389, -87.91086043, 38.46780779"
001,N,002,W,IL,4,4th Meridian,IL040010N0020W0,"-90.68259785, 40.01505285, -90.56699127, 40.10339553"
001,N,004,W,IL,3,3rd Meridian,IL030010N0040W0,"-89.59350647, 38.47814065, -89.47846652, 38.56846381"
001,N,004,E,IL,3,3rd Meridian,IL030010N0040E0,"-88.81027689, 38.47492138, -88.6987461, 38.5623334"
001,S,006,W,IL,3,3rd Meridian,IL030010S0060W0,"-89.81759747, 38.39301625, -89.70394127, 38.48160092"
001,N,001,E,IL,3,3rd Meridian,IL030010N0010E0,"-89.1444486, 38.4738627, -89.03187813, 38.56158966"
001,N,003,E,IL,3,3rd Meridian,IL030010N0030E0,"-88.92227314, 38.4757122, -88.8092563, 38.5625519"
001,N,002,E,IL,3,3rd Meridian,IL030010N0020E0,"-89.03309474, 38.47395646, -88.9216144, 38.5624614"
001,N,010,E,IL,3,3rd Meridian,IL030010N0100E0,"-88.1482242, 38.46765043, -88.03842185, 38.55562161"
001,N,010,W,IL,4,4th Meridian,IL040010N0100W0,"-91.50687246, 40.07149065, -91.49370128, 40.11213695"
001,N,012,W,IN,2,2nd Meridian,IN020010N0120W0,"-87.7467473, 38.46552603, -87.68580837, 38.49197719"
001,S,002,W,IN,2,2nd Meridian,IN020010S0020W0,"-86.68198433, 38.38008811, -86.56917709, 38.46866908"
001,N,008,W,IN,2,2nd Meridian,IN020010N0080W0,"-87.35196337, 38.46547523, -87.23976276, 38.55405593"
001,N,003,W,IN,1,1st Meridian,IN010010N0030W0,"-85.15728485, 38.69173703, -85.06269284, 38.74413478"
001,N,010,E,IN,2,2nd Meridian,IN020010N0100E0,"-85.4593986, 38.51344838, -85.41486769, 38.56407119"
001,N,003,E,IN,2,2nd Meridian,IN020010N0030E0,"-86.23437391, 38.47050419, -86.12234408, 38.55807801"
001,S,005,E,IN,2,2nd Meridian,IN020010S0050E0,"-86.01469772, 38.37435357, -85.90134868, 38.47379085"
001,N,007,W,IN,2,2nd Meridian,IN020010N0070W0,"-87.24051526, 38.46577928, -87.12841054, 38.55405593"
001,S,009,W,IN,2,2nd Meridian,IN020010S0090W0,"-87.46420823, 38.37756241, -87.35158907, 38.46560228"
001,S,001,E,IN,2,2nd Meridian,IN020010S0010E0,"-86.45699804, 38.38002297, -86.34569497, 38.47028469"
001,S,004,W,IN,2,2nd Meridian,IN020010S0040W0,"-86.90530349, 38.37971672, -86.79277584, 38.46736117"
001,N,001,W,IN,1,1st Meridian,IN010010N0010W0,"-84.93313737, 38.777589, -84.81837315, 38.84269886"
001,S,003,W,IN,2,2nd Meridian,IN020010S0030W0,"-86.79337525, 38.37993455, -86.6813652, 38.46806253"
001,N,001,E,IN,1,1st Meridian,IN010010N0010E0,"-84.82190669, 38.7831031, -84.78532899, 38.87173578"
001,S,003,E,IN,2,2nd Meridian,IN020010S0030E0,"-86.23552748, 38.37580977, -86.1226327, 38.47081445"
001,N,005,E,IN,2,2nd Meridian,IN020010N0050E0,"-86.01444911, 38.47210005, -85.90250713, 38.56090932"
001,N,004,W,IN,1,1st Meridian,IN010010N0040W0,"-85.18896359, 38.68754588, -85.15718106, 38.70124797"
001,S,005,W,IN,2,2nd Meridian,IN020010S0050W0,"-87.01719778, 38.37831759, -86.90516058, 38.46681565"
001,N,002,E,IN,2,2nd Meridian,IN020010N0020E0,"-86.34583914, 38.47012991, -86.23339404, 38.55745443"
001,S,008,W,IN,2,2nd Meridian,IN020010S0080W0,"-87.35297215, 38.3775431, -87.2398625, 38.46577928"
001,N,011,W,IN,2,2nd Meridian,IN020010N0110W0,"-87.68591781, 38.46530231, -87.57407832, 38.55358784"
001,N,006,W,IN,2,2nd Meridian,IN020010N0060W0,"-87.12896845, 38.46608964, -87.01683317, 38.554117"
001,S,011,W,IN,2,2nd Meridian,IN020010S0110W0,"-87.68699312, 38.37754022, -87.57434093, 38.46555638"
001,N,008,E,IN,2,2nd Meridian,IN020010N0080E0,"-85.58220878, 38.54938127, -85.56979956, 38.56280918"
001,S,010,W,IN,2,2nd Meridian,IN020010S0100W0,"-87.57466184, 38.37715544, -87.46306459, 38.46550977"
001,N,004,E,IN,2,2nd Meridian,IN020010N0040E0,"-86.12270531, 38.47081894, -86.01202237, 38.55990203"
001,S,002,E,IN,2,2nd Meridian,IN020010S0020E0,"-86.34703734, 38.37858391, -86.23437391, 38.47052543"
001,S,004,E,IN,2,2nd Meridian,IN020010S0040E0,"-86.12356703, 38.37435357, -86.0139156, 38.47209642"
001,S,009,E,IN,2,2nd Meridian,IN020010S0090E0,"-85.50149003, 38.47033984, -85.49036105, 38.47602911"
001,N,010,W,IN,2,2nd Meridian,IN020010N0100W0,"-87.57434093, 38.46530154, -87.46260744, 38.55374788"
001,N,003,W,IN,2,2nd Meridian,IN020010N0030W0,"-86.79395076, 38.46736117, -86.68198433, 38.5556975"
001,N,001,W,IN,2,2nd Meridian,IN020010N0010W0,"-86.57118918, 38.46866908, -86.45561331, 38.55778378"
001,N,009,W,IN,2,2nd Meridian,IN020010N0090W0,"-87.46326772, 38.46545663, -87.35158788, 38.55369783"
001,S,012,W,IN,2,2nd Meridian,IN020010S0120W0,"-87.77248439, 38.37758891, -87.68595709, 38.4659114"
001,S,007,W,IN,2,2nd Meridian,IN020010S0070W0,"-87.2409814, 38.37802487, -87.12747678, 38.46608964"
001,N,002,W,IN,2,2nd Meridian,IN020010N0020W0,"-86.68257033, 38.46806253, -86.5699995, 38.55636546"
001,N,006,E,IN,2,2nd Meridian,IN020010N0060E0,"-85.90398785, 38.47379085, -85.79763967, 38.56135231"
001,S,006,E,IN,2,2nd Meridian,IN020010S0060E0,"-85.90250713, 38.37491993, -85.80409037, 38.47448823"
001,N,002,W,IN,1,1st Meridian,IN010010N0020W0,"-85.04404682, 38.75334118, -84.93291921, 38.78688994"
001,S,001,W,IN,2,2nd Meridian,IN020010S0010W0,"-86.5699995, 38.3814103, -86.45561331, 38.46948032"
001,N,009,E,IN,2,2nd Meridian,IN020010N0090E0,"-85.56981167, 38.47601708, -85.45876451, 38.5635262"
001,S,006,W,IN,2,2nd Meridian,IN020010S0060W0,"-87.12841054, 38.37836547, -87.01681618, 38.46627595"
001,N,004,W,IN,2,2nd Meridian,IN020010N0040W0,"-86.90545676, 38.46681565, -86.79337525, 38.55519861"
001,N,005,W,IN,2,2nd Meridian,IN020010N0050W0,"-87.01722129, 38.46627595, -86.90522646, 38.55453972"
001,N,001,E,IN,2,2nd Meridian,IN020010N0010E0,"-86.45730273, 38.46948032, -86.34550467, 38.55745443"
001,S,006,W,MI,19,Michigan Meridian,MI190010S0060W0,"-85.06483546, 42.33357521, -84.94560569, 42.42218389"
001,N,013,W,MI,19,Michigan Meridian,MI190010N0130W0,"-85.89641836, 42.41977106, -85.77810496, 42.5079566"
001,N,008,E,MI,19,Michigan Meridian,MI190010N0080E0,"-83.55730094, 42.43513628, -83.43372923, 42.52712968"
001,N,007,E,MI,19,Michigan Meridian,MI190010N0070E0,"-83.67089496, 42.43109283, -83.55196733, 42.52383977"
001,N,005,E,MI,19,Michigan Meridian,MI190010N0050E0,"-83.91084865, 42.42523858, -83.78724507, 42.51463394"
001,N,002,E,MI,19,Michigan Meridian,MI190010N0020E0,"-84.25842832, 42.42465285, -84.14064063, 42.51246114"
001,N,007,W,MI,19,Michigan Meridian,MI190010N0070W0,"-85.19063537, 42.42065557, -85.07160407, 42.50914885"
001,N,004,W,MI,19,Michigan Meridian,MI190010N0040W0,"-84.83623629, 42.42143319, -84.71843605, 42.5096373"
001,S,003,E,MI,19,Michigan Meridian,MI190010S0030E0,"-84.1316882, 42.33667556, -84.01517093, 42.42455736"
001,S,008,E,MI,19,Michigan Meridian,MI190010S0080E0,"-83.55196733, 42.34925727, -83.42998275, 42.43895523"
001,S,001,W,MI,19,Michigan Meridian,MI190010S0010W0,"-84.48288673, 42.33465773, -84.36467285, 42.42214723"
001,S,012,W,MI,19,Michigan Meridian,MI190010S0120W0,"-85.76550021, 42.33157018, -85.64811299, 42.42108408"
001,N,015,W,MI,19,Michigan Meridian,MI190010N0150W0,"-86.1297, 42.4188088, -86.01200134, 42.50666414"
001,N,013,E,MI,19,Michigan Meridian,MI190010N0130E0,"-82.96966266, 42.45010331, -82.87068419, 42.54027471"
001,S,013,W,MI,19,Michigan Meridian,MI190010S0130W0,"-85.8796088, 42.33173315, -85.76442636, 42.42071082"
001,N,010,E,MI,19,Michigan Meridian,MI190010N0100E0,"-83.32073913, 42.44203423, -83.20060451, 42.53189392"
001,N,010,W,MI,19,Michigan Meridian,MI190010N0100W0,"-85.54344692, 42.42020198, -85.42515413, 42.50873975"
001,N,006,E,MI,19,Michigan Meridian,MI190010N0060E0,"-83.79198123, 42.42843793, -83.66487002, 42.51855607"
001,N,009,W,MI,19,Michigan Meridian,MI190010N0090W0,"-85.42544395, 42.41968216, -85.30788527, 42.50854363"
001,N,017,W,MI,19,Michigan Meridian,MI190010N0170W0,"-86.28407774, 42.41924499, -86.2460028, 42.49143296"
001,S,004,W,MI,19,Michigan Meridian,MI190010S0040W0,"-84.8292747, 42.33427622, -84.71843605, 42.42171662"
001,N,002,W,MI,19,Michigan Meridian,MI190010N0020W0,"-84.60135849, 42.42193889, -84.48209395, 42.50953756"
001,S,010,E,MI,19,Michigan Meridian,MI190010S0100E0,"-83.31690383, 42.3550409, -83.19713243, 42.44479527"
001,N,008,W,MI,19,Michigan Meridian,MI190010N0080W0,"-85.30809416, 42.4198355, -85.18976022, 42.50832789"
001,S,004,E,MI,19,Michigan Meridian,MI190010S0040E0,"-84.0157427, 42.33945133, -83.90038706, 42.42523858"
001,N,011,W,MI,19,Michigan Meridian,MI190010N0110W0,"-85.66180457, 42.42094205, -85.5431289, 42.50886953"
001,S,002,E,MI,19,Michigan Meridian,MI190010S0020E0,"-84.25052665, 42.33534703, -84.131131, 42.42486732"
001,N,006,W,MI,19,Michigan Meridian,MI190010N0060W0,"-85.07385994, 42.42142834, -84.95385402, 42.50968417"
001,S,007,W,MI,19,Michigan Meridian,MI190010S0070W0,"-85.18225337, 42.33355737, -85.06273918, 42.42150859"
001,N,009,E,MI,19,Michigan Meridian,MI190010N0090E0,"-83.43760222, 42.43895523, -83.31690383, 42.52921659"
001,S,010,W,MI,19,Michigan Meridian,MI190010S0100W0,"-85.53239566, 42.3326691, -85.41510531, 42.42151608"
001,S,013,E,MI,19,Michigan Meridian,MI190010S0130E0,"-82.96602603, 42.43741751, -82.94053145, 42.45055111"
001,S,005,E,MI,19,Michigan Meridian,MI190010S0050E0,"-83.90585925, 42.33945133, -83.78269725, 42.42855489"
001,S,009,E,MI,19,Michigan Meridian,MI190010S0090E0,"-83.43372923, 42.35256099, -83.31271175, 42.44203423"
001,S,012,E,MI,19,Michigan Meridian,MI190010S0120E0,"-83.08342207, 42.3647542, -82.96421238, 42.45010331"
001,N,016,W,MI,19,Michigan Meridian,MI190010N0160W0,"-86.24695735, 42.41899434, -86.12902524, 42.50642803"
001,N,003,W,MI,19,Michigan Meridian,MI190010N0030W0,"-84.71875416, 42.42152108, -84.60050468, 42.50944592"
001,S,009,W,MI,19,Michigan Meridian,MI190010S0090W0,"-85.41587915, 42.33275017, -85.29766439, 42.42005615"
001,S,016,W,MI,19,Michigan Meridian,MI190010S0160W0,"-86.22552318, 42.33150915, -86.10946625, 42.41927133"
001,S,014,W,MI,19,Michigan Meridian,MI190010S0140W0,"-85.99471421, 42.33209623, -85.87892818, 42.41998755"
001,S,008,W,MI,19,Michigan Meridian,MI190010S0080W0,"-85.29952467, 42.33284474, -85.18058999, 42.42067452"
001,N,001,W,MI,19,Michigan Meridian,MI190010N0010W0,"-84.48290679, 42.42207372, -84.36434018, 42.50953756"
001,N,005,W,MI,19,Michigan Meridian,MI190010N0050W0,"-84.95445882, 42.4217707, -84.83599616, 42.50973246"
001,S,001,E,MI,19,Michigan Meridian,MI190010S0010E0,"-84.36501275, 42.33534703, -84.25024179, 42.424798"
001,S,003,W,MI,19,Michigan Meridian,MI190010S0030W0,"-84.71862654, 42.3344604, -84.60046388, 42.42196419"
001,S,011,E,MI,19,Michigan Meridian,MI190010S0110E0,"-83.20060451, 42.35816797, -83.08033685, 42.44736582"
001,N,003,E,MI,19,Michigan Meridian,MI190010N0030E0,"-84.14080469, 42.4239122, -84.02339543, 42.51033286"
001,N,004,E,MI,19,Michigan Meridian,MI190010N0040E0,"-84.02841086, 42.42390259, -83.90585925, 42.51065276"
001,S,005,W,MI,19,Michigan Meridian,MI190010S0050W0,"-84.9467484, 42.33414364, -84.82878459, 42.42218648"
001,N,011,E,MI,19,Michigan Meridian,MI190010N0110E0,"-83.20436319, 42.44479527, -83.08342207, 42.53489233"
001,N,012,E,MI,19,Michigan Meridian,MI190010N0120E0,"-83.08694243, 42.44736582, -82.96602603, 42.5384565"
001,S,002,W,MI,19,Michigan Meridian,MI190010S0020W0,"-84.60073541, 42.3347264, -84.48209395, 42.4221121"
001,N,012,W,MI,19,Michigan Meridian,MI190010N0120W0,"-85.77936393, 42.42070485, -85.66124586, 42.50803988"
001,S,015,W,MI,19,Michigan Meridian,MI190010S0150W0,"-86.11054769, 42.33206229, -85.99432857, 42.41896003"
001,N,014,W,MI,19,Michigan Meridian,MI190010N0140W0,"-86.01290698, 42.4188855, -85.89497681, 42.50659243"
001,S,006,E,MI,19,Michigan Meridian,MI190010S0060E0,"-83.78724507, 42.34228439, -83.6619361, 42.43109283"
001,N,001,E,MI,19,Michigan Meridian,MI190010N0010E0,"-84.36480014, 42.42466384, -84.25818628, 42.51276882"
001,S,017,W,MI,19,Michigan Meridian,MI190010S0170W0,"-86.32105628, 42.33078486, -86.22382227, 42.41931046"
001,S,011,W,MI,19,Michigan Meridian,MI190010S0110W0,"-85.64997465, 42.33275556, -85.53117433, 42.42151608"
001,S,007,E,MI,19,Michigan Meridian,MI190010S0070E0,"-83.66487002, 42.34602514, -83.54754505, 42.43513628"
001,N,028,W,NE,6,6th Meridian,NE060010N0280W0,"-100.5347759, 40.0017372, -100.420109, 40.08988351"
001,N,029,W,NE,6,6th Meridian,NE060010N0290W0,"-100.6479622, 40.00187414, -100.5329443, 40.08988308"
001,N,019,W,NE,6,6th Meridian,NE060010N0190W0,"-99.51795104, 40.00196846, -99.40461589, 40.08946108"
001,N,038,W,NE,6,6th Meridian,NE060010N0380W0,"-101.6632484, 40.00263625, -101.549706, 40.09054141"
001,N,008,E,NE,6,6th Meridian,NE060010N0080E0,"-96.57678766, 40.00096284, -96.46366272, 40.08835928"
001,N,014,E,NE,6,6th Meridian,NE060010N0140E0,"-95.89757293, 40.0003041, -95.784345, 40.08770676"
001,N,026,W,NE,6,6th Meridian,NE060010N0260W0,"-100.3069053, 40.00154463, -100.1931212, 40.08821193"
001,N,010,E,NE,6,6th Meridian,NE060010N0100E0,"-96.35043574, 40.00082565, -96.23705181, 40.0882536"
001,N,024,W,NE,6,6th Meridian,NE060010N0240W0,"-100.0806707, 40.00156982, -99.96664647, 40.08900915"
001,N,015,W,NE,6,6th Meridian,NE060010N0150W0,"-99.06617107, 40.00221767, -98.95218466, 40.08923592"
001,N,013,E,NE,6,6th Meridian,NE060010N0130E0,"-96.01065602, 40.00052202, -95.89741157, 40.08778095"
001,N,017,W,NE,6,6th Meridian,NE060010N0170W0,"-99.29227243, 40.00200869, -99.17895505, 40.0892569"
001,N,015,E,NE,6,6th Meridian,NE060010N0150E0,"-95.78449478, 40.00030422, -95.67119438, 40.08761545"
001,N,004,E,NE,6,6th Meridian,NE060010N0040E0,"-97.02968369, 40.00135399, -96.91592503, 40.08868887"
001,N,031,W,NE,6,6th Meridian,NE060010N0310W0,"-100.8720944, 40.00211992, -100.7582757, 40.08716564"
001,N,040,W,NE,6,6th Meridian,NE060010N0400W0,"-101.8909575, 40.00298897, -101.7761491, 40.08955041"
001,N,032,W,NE,6,6th Meridian,NE060010N0320W0,"-100.985044, 40.00206667, -100.8712029, 40.08941145"
001,N,003,W,NE,6,6th Meridian,NE060010N0030W0,"-97.70835607, 40.00196027, -97.59488869, 40.08908881"
001,N,002,E,NE,6,6th Meridian,NE060010N0020E0,"-97.25610737, 40.00168522, -97.14262289, 40.08884512"
001,N,022,W,NE,6,6th Meridian,NE060010N0220W0,"-99.85474861, 40.00146497, -99.74137868, 40.08971044"
001,N,035,W,NE,6,6th Meridian,NE060010N0350W0,"-101.3246849, 40.00250103, -101.2109713, 40.08985848"
001,N,014,W,NE,6,6th Meridian,NE060010N0140W0,"-98.95261054, 40.00220025, -98.83904234, 40.08927716"
001,N,033,W,NE,6,6th Meridian,NE060010N0330W0,"-101.0979982, 40.00220216, -100.9845115, 40.08995998"
001,N,006,W,NE,6,6th Meridian,NE060010N0060W0,"-98.04799329, 40.00210149, -97.9341988, 40.08950633"
001,N,007,W,NE,6,6th Meridian,NE060010N0070W0,"-98.16142399, 40.00218679, -98.04775801, 40.08956845"
001,N,039,W,NE,6,6th Meridian,NE060010N0390W0,"-101.7768662, 40.00285067, -101.6630734, 40.09044936"
001,N,004,W,NE,6,6th Meridian,NE060010N0040W0,"-97.82153404, 40.00193624, -97.70788349, 40.08908041"
001,N,011,W,NE,6,6th Meridian,NE060010N0110W0,"-98.61335035, 40.00236529, -98.49979956, 40.08917431"
001,N,030,W,NE,6,6th Meridian,NE060010N0300W0,"-100.7588949, 40.00192977, -100.6461611, 40.08953501"
001,N,010,W,NE,6,6th Meridian,NE060010N0100W0,"-98.50014944, 40.00236346, -98.38655138, 40.08928566"
001,N,025,W,NE,6,6th Meridian,NE060010N0250W0,"-100.1938321, 40.00156982, -100.0804709, 40.08895311"
001,N,020,W,NE,6,6th Meridian,NE060010N0200W0,"-99.62983471, 40.00186604, -99.51747735, 40.08912083"
001,N,002,W,NE,6,6th Meridian,NE060010N0020W0,"-97.59516687, 40.00184771, -97.48197554, 40.08908881"
001,N,005,E,NE,6,6th Meridian,NE060010N0050E0,"-96.9166922, 40.00138186, -96.80309775, 40.08900259"
001,N,009,E,NE,6,6th Meridian,NE060010N0090E0,"-96.46379856, 40.00085392, -96.3501528, 40.0882536"
001,N,042,W,NE,6,6th Meridian,NE060010N0420W0,"-102.0518836, 40.00306834, -102.0012936, 40.09172187"
001,N,041,W,NE,6,6th Meridian,NE060010N0410W0,"-102.0018044, 40.00304366, -101.8886652, 40.09053819"
001,N,012,E,NE,6,6th Meridian,NE060010N0120E0,"-96.12394671, 40.00068586, -96.01058441, 40.08778095"
001,N,001,W,NE,6,6th Meridian,NE060010N0010W0,"-97.48227232, 40.00184693, -97.36915036, 40.08903961"
001,N,001,E,NE,6,6th Meridian,NE060010N0010E0,"-97.36923091, 40.00173731, -97.25587079, 40.08903961"
001,N,027,W,NE,6,6th Meridian,NE060010N0270W0,"-100.4209086, 40.00168076, -100.3047196, 40.08926176"
001,N,012,W,NE,6,6th Meridian,NE060010N0120W0,"-98.72629888, 40.00227631, -98.61321615, 40.08946662"
001,N,005,W,NE,6,6th Meridian,NE060010N0050W0,"-97.93464653, 40.00204251, -97.82086095, 40.08915343"
001,N,007,E,NE,6,6th Meridian,NE060010N0070E0,"-96.68995409, 40.00107447, -96.57647066, 40.08829386"
001,N,036,W,NE,6,6th Meridian,NE060010N0360W0,"-101.437248, 40.00258249, -101.3239263, 40.0903594"
001,N,023,W,NE,6,6th Meridian,NE060010N0230W0,"-99.96760717, 40.00148931, -99.8544814, 40.08873156"
001,N,009,W,NE,6,6th Meridian,NE060010N0090W0,"-98.38706243, 40.00203683, -98.27372261, 40.08945536"
